,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Inírida,80,CO,1587948993,87,3.87,-67.92,77.45,1.68
376,Sinnamary,100,GF,1587948682,84,5.38,-52.95,78.89,14.61
377,Malanje,71,AO,1587948993,70,-9.54,16.34,64.02,1.7
378,Sabaudia,20,IT,1587948994,83,41.3,13.03,54.0,3.0
379,Mayaky,1,UA,1587948994,65,47.44,29.56,41.0,7.54
380,Sørland,49,NO,1587948669,77,67.67,12.69,37.17,24.9
381,Ahipara,67,NZ,1587948994,73,-35.17,173.17,65.88,7.65
382,Evensk,4,RU,1587948994,94,61.95,159.23,27.34,2.89
383,Española,1,US,1587948812,13,35.99,-106.08,72.0,13.87
384,Caucaia,75,BR,1587948995,88,-3.74,-38.65,78.8,5.82
385,Butte,1,US,1587948995,20,39.65,-121.57,87.8,4.7
386,Hualmay,73,PE,1587948995,79,-11.1,-77.61,69.85,8.1
387,Los Llanos de Aridane,45,ES,1587948698,59,28.66,-17.92,66.2,6.93
388,Havre-St-Pierre,1,CA,1587948995,55,50.23,-63.6,33.8,5.82
389,Launceston,40,AU,1587948995,67,-41.45,147.17,57.2,17.22
390,Airai,50,TL,1587948653,49,-8.93,125.41,66.79,3.51
391,Alexandria,45,EG,1587948821,72,31.22,29.96,59.0,3.36
392,Ouro Preto do Oeste,51,BR,1587948996,90,-10.75,-62.22,74.23,1.92
393,Hailar,95,CN,1587948689,31,49.2,119.7,50.97,12.91
394,Kyren,89,RU,1587948996,46,51.68,102.14,56.95,1.14
395,Ōhara,75,JP,1587948996,62,35.25,140.38,59.0,10.29
396,Oddur,63,SO,1587948996,71,4.12,43.89,76.66,13.4
397,Chimbote,45,PE,1587948997,82,-9.09,-78.58,69.48,7.81
398,Necochea,56,AR,1587948997,92,-38.55,-58.74,51.01,1.99
399,Ixtapa,5,MX,1587948699,51,20.7,-105.2,80.6,10.29
400,Green River,40,US,1587948962,27,41.53,-109.47,62.6,24.16
401,Garoua,33,CM,1587948997,50,9.3,13.4,85.32,5.88
402,Zhireken,98,RU,1587948997,41,52.82,117.31,54.39,9.64
403,Reconquista,59,AR,1587948998,82,-29.15,-59.65,74.5,10.49
404,Rio Verde de Mato Grosso,3,BR,1587948723,63,-18.92,-54.84,75.65,7.07
405,Mankono,100,CI,1587948998,66,8.06,-6.19,80.1,7.27
406,Mayumba,27,GA,1587948998,84,-3.43,10.66,77.67,3.94
407,Mahibadhoo,49,MV,1587948717,75,3.78,72.97,85.15,11.88
408,Port Pirie,18,AU,1587948998,67,-33.18,138.02,62.6,6.93
409,Aksu,11,CN,1587948999,20,41.12,80.26,61.88,1.77
410,Adrar,0,MR,1587948753,14,20.5,-10.07,80.33,10.27
411,Casma,66,CL,1587948999,77,-41.01,-73.12,59.0,14.99
412,Noumea,75,NC,1587948655,61,-22.28,166.46,80.6,13.87
413,Manono,57,CD,1587948999,70,-7.3,27.42,69.39,2.91
414,Taltal,7,CL,1587948999,71,-25.4,-70.48,64.51,3.11
415,Río Gallegos,7,AR,1587948723,74,-51.62,-69.22,35.6,3.36
416,Fethiye,77,TR,1587949000,93,36.62,29.12,50.0,4.7
417,Gorontalo,39,ID,1587949000,79,0.54,123.06,81.48,0.56
418,Nouadhibou,6,MR,1587948679,77,20.93,-17.03,64.4,17.22
419,Oranjemund,67,NA,1587949000,89,-28.55,16.43,60.85,8.39
420,Aden,20,YE,1587948944,75,12.78,45.04,84.18,10.18
421,Dwārka,16,IN,1587949001,83,22.24,68.97,80.91,11.92
422,Tocopilla,25,CL,1587949001,44,-22.09,-70.2,73.51,8.84
423,Aklavik,75,CA,1587949001,39,68.22,-135.01,28.4,8.05
424,Rincon,20,US,1587948856,33,32.3,-81.24,73.4,12.75
425,Khovd,1,MN,1587948696,18,48.01,91.64,53.56,5.64
426,Olinda,75,BR,1587948767,83,-8.01,-34.86,80.6,4.7
427,Kayerkan,40,RU,1587949001,86,69.35,87.76,26.6,13.42
428,Muros,96,ES,1587948693,85,42.78,-9.06,55.99,5.99
429,Altea,41,ES,1587949002,97,38.6,-0.05,61.0,7.27
430,Proseč,8,CZ,1587949002,72,49.81,16.12,42.01,7.0
431,Kamaishi,75,JP,1587949002,81,39.27,141.88,44.6,8.05
432,Port Hardy,90,CA,1587948672,81,50.7,-127.42,50.0,18.34
433,Chinhoyi,60,ZW,1587949002,59,-17.37,30.2,60.58,6.8
434,Stepnyak,69,KZ,1587949002,49,52.83,70.78,45.21,10.0
435,Ternate,93,ID,1587948693,76,0.8,127.4,82.99,5.19
436,Pāsighāt,85,IN,1587949003,62,28.07,95.33,68.7,3.02
437,Niksar,87,TR,1587949003,45,40.59,36.95,50.18,3.38
438,Tādepallegūdem,92,IN,1587949003,88,16.83,81.5,80.42,4.14
439,Mayo,90,US,1587948704,93,38.89,-76.51,54.0,8.05
440,Kollegāl,66,IN,1587949003,71,12.15,77.12,74.88,1.88
441,Solwezi,13,ZM,1587949003,57,-12.17,26.39,57.25,4.25
442,Kérouané,82,GN,1587949004,46,9.27,-9.02,76.21,2.98
443,Nelson Bay,90,AU,1587949004,93,-32.72,152.15,64.99,11.41
444,Anadyr,40,RU,1587948670,92,64.75,177.48,14.0,6.71
445,Buala,46,SB,1587948715,67,-8.14,159.59,85.86,4.94
446,Ikeda,40,JP,1587949004,55,34.82,135.43,62.01,6.93
447,Kununurra,0,AU,1587949004,40,-15.77,128.73,87.8,4.7
448,Katherine,0,AU,1587949004,33,-14.47,132.27,91.4,10.29
449,Bulungu,100,CD,1587949005,82,-4.55,18.6,71.19,2.08
450,Bell Ville,100,AR,1587949005,93,-32.63,-62.69,64.99,4.0
451,Sisimiut,100,GL,1587949005,86,66.94,-53.67,34.81,10.02
452,Sioux Lookout,40,CA,1587948675,24,50.1,-91.92,55.4,11.41
453,Paamiut,100,GL,1587948707,91,61.99,-49.67,33.6,10.71
454,Xiangfan,0,CN,1587949005,65,32.04,112.14,61.92,11.9
455,El Alto,82,PE,1587949005,70,-4.27,-81.21,73.06,11.86
456,Bintulu,75,MY,1587948883,94,3.17,113.03,78.8,3.36
457,Owando,100,CG,1587949006,87,-0.48,15.9,72.99,2.04
458,Benidorm,40,ES,1587949006,91,38.54,-0.13,61.0,7.14
459,Gravdal,23,NO,1587949006,81,68.12,13.5,35.92,22.1
460,Chokurdakh,98,RU,1587948681,98,70.63,147.92,29.79,12.88
461,Deputatsky,100,RU,1587948690,79,69.3,139.9,30.81,7.87
462,Banda Aceh,93,ID,1587948904,79,5.56,95.32,80.11,5.17
463,Broken Hill,35,AU,1587948727,63,-31.95,141.43,60.8,10.29
464,Sabang,96,ID,1587949007,75,5.89,95.32,82.78,7.99
465,Bolivar,31,US,1587949007,45,37.61,-93.41,66.99,1.52
466,Seymchan,13,RU,1587949007,92,62.88,152.43,30.45,7.47
467,Ca Mau,100,VN,1587948840,70,9.18,105.15,83.7,13.87
468,Chivay,78,PE,1587949008,22,-15.64,-71.6,49.75,2.24
469,Colac,68,AU,1587949008,92,-38.33,143.58,57.99,6.26
470,Safaga,0,EG,1587949008,28,26.73,33.94,69.8,9.17
471,Iralaya,9,HN,1587948680,75,15.0,-83.23,80.98,10.04
472,Tubualá,73,PA,1587949008,74,9.52,-79.03,82.4,1.12
473,La Palma,1,US,1587949008,39,33.85,-118.05,84.0,8.05
474,Vostok,17,RU,1587949009,55,46.49,135.88,37.78,3.49
475,Ürümqi,0,CN,1587949009,11,43.8,87.6,68.0,4.47
476,Qaqortoq,65,GL,1587948718,24,60.72,-46.03,46.4,43.62
477,Tiksi,86,RU,1587948698,95,71.69,128.87,22.51,21.52
478,Kingman,1,US,1587948872,10,35.19,-114.05,93.99,17.22
479,Ballina,69,AU,1587949010,69,-28.87,153.57,75.99,8.05
480,Caraballeda,40,VE,1587949010,71,10.61,-66.85,73.0,6.08
481,Talara,85,PE,1587949010,71,-4.58,-81.27,75.07,14.58
482,Eenhana,0,NA,1587949010,68,-17.47,16.33,68.0,3.36
483,Zheleznodorozhnyy,26,RU,1587949010,74,55.75,38.0,39.0,2.24
484,Carman,1,CA,1587949011,44,49.5,-98.0,60.8,16.11
485,Ust-Kuyga,98,RU,1587949011,92,70.02,135.6,34.57,11.56
486,Murdochville,0,CA,1587949011,88,48.96,-65.5,26.26,3.22
487,Chelbasskaya,80,RU,1587949011,78,45.98,39.37,49.39,11.59
488,Benguela,11,AO,1587948715,79,-12.58,13.41,75.97,3.2
489,Vila Velha,20,BR,1587949011,83,-20.33,-40.29,75.2,2.24
490,Nurota,18,UZ,1587949011,53,40.56,65.69,71.6,18.34
491,Maungatapere,34,NZ,1587949012,75,-35.75,174.2,72.0,3.0
492,Ishikawa,75,JP,1587949012,88,26.42,127.82,66.2,6.93
493,Santa Maria,20,BR,1587949012,83,-29.68,-53.81,69.8,9.17
494,Helong,5,CN,1587949012,48,42.54,129.0,44.74,10.31
495,Verkhoyansk,96,RU,1587948646,82,67.54,133.38,37.22,5.97
496,North Branch,90,US,1587949013,44,45.51,-92.98,62.01,8.05
497,Coahuayana Viejo,5,MX,1587948707,37,18.73,-103.68,84.2,11.41
498,Bowen,8,AU,1587949013,54,-20.02,148.23,82.4,17.22
499,Dhārchula,87,IN,1587948707,39,29.85,80.53,55.4,3.62
500,Morro Bay,1,US,1587949013,56,35.37,-120.85,80.01,19.46
501,Ancud,20,CL,1587948661,87,-41.87,-73.82,57.0,8.05
502,Lata,20,PT,1587949014,93,40.16,-8.33,55.4,2.24
503,Yinchuan,0,CN,1587949014,20,38.47,106.27,61.86,2.71
504,Kamyzyak,1,RU,1587949014,87,46.11,48.07,46.4,4.47
505,Erenhot,0,CN,1587949014,32,43.65,111.98,48.33,1.12
506,Kawalu,73,ID,1587949014,80,-7.38,108.21,76.28,0.89
507,Abbeville,30,FR,1587949015,83,50.1,1.83,45.0,3.13
508,Ouallam,84,NE,1587949015,27,14.32,2.09,92.43,12.3
509,Białystok,0,PL,1587949015,70,53.13,23.15,37.0,4.99
510,Codrington,99,AU,1587948668,68,-38.27,141.97,57.02,11.16
511,Alta Floresta,87,BR,1587949015,88,-9.88,-56.09,73.33,2.98
512,San Juan,61,AR,1587949015,47,-31.54,-68.54,69.39,7.94
513,Mana,100,GF,1587949016,89,5.66,-53.78,76.8,9.04
514,Port Augusta,14,AU,1587948684,67,-32.5,137.77,64.0,6.93
515,Loreto,67,MX,1587949016,26,22.27,-101.97,73.22,21.7
516,Semey,28,KZ,1587949016,70,50.41,80.23,46.4,4.47
517,Santa Inês,85,BR,1587949016,92,-3.67,-45.38,75.22,1.41
518,Kudahuvadhoo,79,MV,1587948673,75,2.67,72.89,84.97,10.04
519,Myanaung,64,MM,1587949017,62,18.28,95.32,78.4,5.03
520,Temir,100,KZ,1587949017,87,49.14,57.13,49.77,7.11
521,Bandar-e Lengeh,42,IR,1587949017,65,26.56,54.88,78.8,4.7
522,San Blas,5,MX,1587949017,42,21.52,-105.27,86.0,6.93
523,Bestöbe,61,KZ,1587949017,49,52.5,73.1,47.77,12.01
524,Atyrau,75,KZ,1587948902,81,47.12,51.88,50.0,6.71
525,Half Moon Bay,1,US,1587949018,71,37.46,-122.43,73.99,5.82
526,Urusha,99,RU,1587949018,55,54.05,122.9,46.31,10.67
527,Amga,84,RU,1587949018,78,60.9,131.96,37.89,6.04
528,Kaeo,20,NZ,1587948645,70,-35.1,173.78,72.0,7.0
529,Kavieng,70,PG,1587948653,77,-2.57,150.8,83.91,12.64
530,Zyryanovsk,100,KZ,1587949018,60,49.74,84.27,56.59,2.42
531,Águas Formosas,21,BR,1587949019,84,-17.08,-40.94,66.15,3.49
532,Valparaíso,75,CL,1587949019,87,-33.04,-71.63,60.8,4.7
533,Osoyoos,90,CA,1587948847,31,49.03,-119.45,64.4,10.29
534,Vilcún,40,CL,1587949019,76,-38.65,-72.23,57.2,19.46
535,Businga,100,CD,1587949019,87,3.33,20.88,69.42,6.29
536,Krasne,72,UA,1587948965,75,49.91,24.61,42.8,4.76
537,Volksrust,44,ZA,1587949020,58,-27.37,29.88,49.73,4.25
538,Tual,81,ID,1587948685,77,-5.67,132.75,83.86,16.4
539,Berlevåg,100,NO,1587948706,96,70.86,29.09,31.8,18.28
540,Kelowna,1,CA,1587948785,44,49.88,-119.49,57.99,6.93
541,Back Mountain,90,US,1587948898,86,41.34,-76.0,41.0,5.82
542,Olafsvik,78,IS,1587948711,80,64.89,-23.71,43.59,6.02
543,Katsuura,75,JP,1587949021,71,35.13,140.3,64.0,8.05
544,Nyurba,19,RU,1587949021,81,63.28,118.33,34.41,10.8
545,Alyangula,6,AU,1587949021,55,-13.85,136.42,87.8,6.93
546,Izumo,20,JP,1587949021,87,35.37,132.77,53.6,5.82
547,Yarmouth,90,US,1587948846,93,41.71,-70.23,48.0,17.22
548,Luganville,90,VU,1587949021,94,-15.53,167.17,77.0,10.78
549,Aykhal,90,RU,1587949022,68,66.0,111.5,26.6,4.47
550,Souillac,22,MU,1587948691,91,-20.52,57.52,73.99,1.01
551,Mizdah,2,LY,1587949022,39,31.45,12.98,68.7,6.46
552,St. George's,20,GD,1587949022,78,12.06,-61.75,80.6,16.11
553,Dunedin,85,NZ,1587948652,84,-45.87,170.5,55.0,1.01
554,Bahía Honda,98,CU,1587949022,76,22.9,-83.16,81.32,5.77
555,Nabire,84,ID,1587949022,81,-3.37,135.48,79.79,2.57
556,Guozhen,0,CN,1587949023,16,34.37,107.36,69.48,5.23
557,Nioro,69,GM,1587949023,28,13.35,-15.75,83.16,10.16
558,Mobile,20,US,1587949023,33,30.78,-88.2,71.6,10.29
559,Andijan,2,UZ,1587949023,72,40.78,72.34,59.0,4.47
560,Manokwari,80,ID,1587949023,64,-0.87,134.08,85.62,1.88
561,Okha,86,RU,1587948982,96,53.57,142.95,30.34,10.04
562,Kayes,93,ML,1587949023,32,14.0,-11.0,98.6,4.7
563,Butembo,65,CD,1587949024,64,0.15,29.28,58.28,3.31
564,Bismarck,75,US,1587949024,24,46.81,-100.78,71.6,19.46
565,Burley,1,US,1587949024,30,42.54,-113.79,69.8,10.29
566,Richards Bay,94,ZA,1587949024,75,-28.78,32.04,68.32,11.3
567,Joshīmath,84,IN,1587949024,26,30.57,79.57,48.15,4.03
568,Marawi,75,PH,1587948652,79,8.0,124.29,82.99,5.01
569,Rikitea,4,PF,1587948645,76,-23.12,-134.97,75.51,14.7
570,Mataura,96,NZ,1587948640,77,-46.19,168.86,55.99,11.99
571,Iqaluit,90,CA,1587948662,73,63.75,-68.51,23.0,13.87
572,Atuona,11,PF,1587948641,74,-9.8,-139.03,82.49,16.78
573,Smithers,90,CA,1587948656,61,54.78,-127.17,46.4,10.29
574,Quatre Cocos,5,MU,1587948933,91,-20.21,57.76,73.99,1.01
575,Mar del Plata,40,AR,1587948524,77,-38.0,-57.56,61.0,11.41
576,Lavrentiya,100,RU,1587948717,91,65.58,-171.0,24.82,5.68
577,Hobyo,46,SO,1587948724,75,5.35,48.53,84.09,12.37
578,La Ronge,75,CA,1587948721,69,55.1,-105.28,39.2,25.28
579,Westport,90,US,1587948495,87,41.14,-73.36,45.0,18.34
580,Burē,96,ET,1587948934,41,10.7,37.07,61.29,4.27
581,Yellowknife,75,CA,1587948448,31,62.46,-114.35,21.2,2.24
582,Busselton,2,AU,1587948467,70,-33.65,115.33,57.99,4.29
583,Russell,1,US,1587948934,30,32.35,-85.2,69.8,13.87
584,Qaanaaq,100,GL,1587948634,79,77.48,-69.36,36.52,13.96
585,Trairi,96,BR,1587948934,83,-3.28,-39.27,79.29,8.41
586,Rosário Oeste,41,BR,1587948935,79,-14.84,-56.43,76.39,3.2
587,Cape Town,40,ZA,1587948594,77,-33.93,18.42,64.99,24.16
588,Volot,75,RU,1587948935,89,57.93,30.7,32.32,3.71
589,Ormož,62,SI,1587948935,81,46.41,16.15,48.2,2.24
590,Carnarvon,86,AU,1587948660,60,-24.87,113.63,77.29,14.14
591,East London,74,ZA,1587948658,75,-33.02,27.91,65.52,5.7
592,Haines Junction,75,CA,1587948935,61,60.75,-137.51,34.92,2.04
593,Hamilton,1,US,1587948714,66,39.18,-84.53,53.6,6.93
594,Hobart,75,AU,1587948630,48,-42.88,147.33,62.6,16.11
595,Klaksvík,98,FO,1587948662,69,62.23,-6.59,39.2,10.29
596,Tilichiki,0,RU,1587948721,92,60.47,166.1,25.56,3.89
597,Jatai,0,BR,1587948850,72,-17.88,-51.71,65.57,6.38
598,Hermanus,100,ZA,1587948648,79,-34.42,19.23,63.0,14.0
599,San Patricio,5,MX,1587948671,74,19.22,-104.7,86.0,3.78
600,Aras,75,ES,1587948937,93,42.56,-2.36,55.4,1.12
601,Tuktoyaktuk,90,CA,1587948669,73,69.45,-133.04,21.2,10.29
602,Severnoye,0,RU,1587948937,64,56.35,78.36,45.55,4.09
603,Vaini,90,TO,1587948643,88,-21.2,-175.2,75.2,11.41
604,Takoradze,97,GH,1587948937,80,4.88,-1.76,78.57,6.67
605,Wajima,40,JP,1587948938,53,37.4,136.9,51.8,4.7
606,Ilulissat,93,GL,1587948650,41,69.22,-51.1,42.8,18.34
607,Mahébourg,12,MU,1587948678,91,-20.41,57.7,73.99,1.01
608,Saskylakh,99,RU,1587948653,95,71.92,114.08,18.03,11.5
609,Provideniya,65,RU,1587948664,79,64.38,-173.3,23.0,4.47
610,Lebu,94,CL,1587948645,90,-37.62,-73.65,56.48,15.5
611,Kikugawa,75,JP,1587948939,33,34.76,138.09,64.0,12.75
612,Ushuaia,54,AR,1587948448,69,-54.8,-68.3,39.2,4.7
613,Punta Arenas,64,CL,1587948644,71,-53.15,-70.92,35.6,4.7
614,Chapleau,5,CA,1587948939,35,47.84,-83.4,42.8,9.17
615,Castro,0,BR,1587948642,49,-24.79,-50.01,61.79,3.94
616,Hong Kong,20,HK,1587948670,73,22.29,114.16,75.99,4.7
617,Foki,94,RU,1587948939,77,56.69,54.35,44.02,5.84
618,Merauke,91,ID,1587948940,83,-8.47,140.33,82.6,11.36
619,Pavlohrad,90,UA,1587948940,81,48.52,35.87,42.8,20.13
620,Pisco,1,PE,1587948940,77,-13.7,-76.22,68.0,20.8
621,Orsk,90,RU,1587948940,100,51.2,58.57,44.6,6.71
622,Rocha,34,UY,1587948940,86,-34.48,-54.33,58.42,8.21
623,Lagunas,56,PE,1587948940,90,-5.23,-75.68,75.74,2.73
624,Avarua,60,CK,1587948482,74,-21.21,-159.78,82.4,5.82
625,Vokhma,1,RU,1587948941,94,58.93,46.76,27.86,0.92
626,Hilo,1,US,1587948647,58,19.73,-155.09,82.4,9.17
627,Chui,75,UY,1587948649,72,-33.7,-53.46,65.03,14.45
628,Te Anau,82,NZ,1587948682,67,-45.42,167.72,55.6,6.8
629,Kapaa,20,US,1587948644,65,22.08,-159.32,80.6,12.75
630,Baldone,40,LV,1587948942,85,56.74,24.39,37.4,3.36
631,Port Alfred,79,ZA,1587948643,85,-33.59,26.89,66.0,8.99
632,Khatanga,84,RU,1587948679,96,71.97,102.5,20.25,11.41
633,Butaritari,69,KI,1587948642,79,3.07,172.79,82.85,21.47
634,Zhangaözen,17,KZ,1587948943,73,43.3,52.8,52.72,11.59
635,College,1,US,1587948943,20,64.86,-147.8,46.0,3.36
636,Constantine,75,DZ,1587948943,87,36.37,6.61,57.2,0.94
637,Port Elizabeth,20,ZA,1587948480,82,-33.92,25.57,64.4,26.4
638,Zonguldak,42,TR,1587948943,65,41.25,31.83,47.75,4.29
639,Hithadhoo,81,MV,1587948657,77,-0.6,73.08,84.54,9.84
640,Yulara,52,AU,1587948687,56,-25.24,130.99,71.6,18.34
641,Zella-Mehlis,6,DE,1587948944,61,50.65,10.65,48.99,10.29
642,Kodinsk,0,RU,1587948944,50,58.69,99.18,47.82,2.73
643,Mossamedes,0,AO,1587948719,64,-15.2,12.15,72.1,7.76
644,Lagoa,96,PT,1587948730,62,39.05,-27.98,57.07,8.63
645,Bluff,94,NZ,1587948653,77,-46.6,168.33,55.99,11.99
646,Nikolskoye,40,RU,1587948673,80,59.7,30.79,36.0,2.24
647,Riachão das Neves,0,BR,1587948682,74,-11.75,-44.91,69.3,3.74
648,Ponta do Sol,20,PT,1587948675,87,32.67,-17.1,60.8,5.82
649,Sitka,90,US,1587948714,61,57.05,-135.33,48.2,21.92
650,Tasiilaq,100,GL,1587948655,74,65.61,-37.64,33.8,27.51
651,Umluj,0,SA,1587948945,51,25.02,37.27,70.05,8.7
652,Massaguet,100,TD,1587948945,33,12.48,15.44,87.8,4.7
653,Buraidah,0,SA,1587948722,43,26.33,43.98,69.8,10.29
654,Jamestown,90,US,1587948665,100,42.1,-79.24,39.99,10.29
655,Norman Wells,40,CA,1587948646,91,65.28,-126.83,32.0,20.8
656,Korla,0,CN,1587948946,18,41.76,86.15,62.46,3.6
657,Katobu,31,ID,1587948946,78,-4.94,122.53,81.07,1.48
658,Labuhan,94,ID,1587948946,81,-6.88,112.21,80.38,5.26
659,Longyearbyen,0,SJ,1587948646,72,78.22,15.64,14.0,2.24
660,Baharly,100,TM,1587948947,53,38.44,57.43,69.85,9.84
661,Arraial do Cabo,0,BR,1587948636,75,-22.97,-42.03,75.33,11.65
662,Kroya,30,ID,1587948687,82,-7.63,109.25,80.46,4.92
663,Jasper,20,US,1587948944,39,37.2,-94.35,66.99,4.63
664,Constitución,100,CL,1587948678,84,-35.33,-72.42,58.37,9.42
665,Moose Factory,1,CA,1587948947,73,51.26,-80.61,26.6,9.17
666,Rio Grande,100,BR,1587948948,84,-32.03,-52.1,68.0,4.0
667,Nanortalik,66,GL,1587948714,85,60.14,-45.24,35.02,24.74
668,Bredasdorp,100,ZA,1587948671,87,-34.53,20.04,60.8,16.11
669,Huanren,1,CN,1587948948,43,41.26,125.37,49.41,0.96
670,Farnes,95,NO,1587948948,70,61.32,7.8,32.34,3.65
671,Torbay,20,CA,1587948645,55,47.67,-52.73,39.0,12.75
672,Ciudad Gustavo Díaz Ordaz,1,MX,1587948948,31,26.23,-98.58,87.8,14.99
673,Vagay,31,RU,1587948686,59,57.94,69.02,44.87,6.76
674,Faya,10,SA,1587948949,77,18.39,42.45,62.6,4.7
675,Ribeira Grande,100,PT,1587948672,62,38.52,-28.7,57.15,4.29
676,Pacific Grove,1,US,1587948709,45,36.62,-121.92,69.01,13.87
677,Meulaboh,99,ID,1587948707,82,4.14,96.13,78.96,4.16
678,New Norfolk,35,AU,1587948645,47,-42.78,147.06,61.0,11.01
679,Aksarayskiy,9,RU,1587948950,87,46.79,48.01,46.4,4.47
680,Beringovskiy,11,RU,1587948652,93,63.05,179.32,22.84,9.15
681,Methóni,95,GR,1587948950,87,36.82,21.7,57.99,4.7
682,Puerto Ayora,20,EC,1587948668,69,-0.74,-90.35,82.4,13.87
683,Sheridan,75,US,1587948928,28,44.83,-106.92,69.8,8.05
684,Albany,90,US,1587948644,80,42.6,-73.97,41.0,13.87
685,Kütahya,71,TR,1587948951,65,39.42,29.98,44.6,8.05
686,Fortuna,20,US,1587948683,51,40.6,-124.16,64.0,6.93
687,Glace Bay,75,CA,1587948951,64,46.2,-59.96,39.0,9.17
688,Barentu,1,ER,1587948951,47,15.11,37.59,73.8,2.8
689,São João da Barra,1,BR,1587948709,79,-21.64,-41.05,73.42,6.96
690,Saint-Philippe,75,RE,1587948667,73,-21.36,55.77,75.2,5.82
691,Avera,1,US,1587948695,48,33.19,-82.53,62.6,17.22
692,Dikson,79,RU,1587948643,96,73.51,80.55,18.03,9.51
693,Vanavara,60,RU,1587948952,56,60.34,102.28,43.34,8.68
694,Itarema,91,BR,1587948659,87,-2.92,-39.92,77.18,5.79
695,Nuevo Progreso,22,MX,1587948952,69,23.17,-97.95,79.0,8.01
696,Djougou,96,BJ,1587948952,88,9.71,1.67,75.2,2.24
697,Kushmurun,100,KZ,1587948952,51,52.45,64.63,51.87,10.38
698,Janakkala,18,FI,1587948952,93,60.9,24.6,34.0,5.3
699,Bay Roberts,3,CA,1587948953,59,47.6,-53.26,37.99,1.01
700,Springbok,61,ZA,1587948953,50,-29.66,17.89,60.24,3.91
701,Gaoual,85,GN,1587948953,41,11.75,-13.2,84.47,5.93
702,Pedernales,8,DO,1587948953,68,18.04,-71.74,79.56,9.89
703,Concordia,41,AR,1587948953,78,-31.39,-58.02,71.01,11.01
704,Muisne,73,EC,1587948654,84,0.6,-80.03,77.59,7.14
705,Bellavista,38,PE,1587948913,78,-7.06,-76.59,74.84,1.21
706,Lopătari,59,RO,1587948954,75,45.48,26.58,41.0,21.0
707,Taos,1,US,1587948954,11,36.41,-105.57,71.6,21.92
708,Severo-Kuril'sk,100,RU,1587948683,94,50.68,156.12,33.19,12.35
709,Belaya Gora,1,RU,1587948954,97,68.53,146.42,31.17,7.94
710,Seoul,40,KR,1587948797,58,37.57,126.98,57.2,5.21
711,Northam,76,GB,1587948954,93,51.03,-4.22,48.0,1.01
712,Vysokogornyy,96,RU,1587948955,70,50.12,139.15,32.81,3.6
713,Boone,1,US,1587948930,39,39.03,-92.33,66.0,3.36
714,Nome,1,US,1587948659,64,64.5,-165.41,33.8,8.05
715,Yara,16,CU,1587948955,71,20.28,-76.95,79.88,5.46
716,Irituia,100,BR,1587948725,94,-1.77,-47.44,75.18,3.83
717,Tuatapere,88,NZ,1587948704,77,-46.13,167.68,55.99,11.99
718,Moranbah,1,AU,1587948956,40,-22.0,148.05,77.23,16.62
719,Touros,40,BR,1587948654,94,-5.2,-35.46,77.0,3.36
720,Atambua,65,ID,1587948672,68,-9.11,124.89,78.19,2.62
721,Myitkyina,100,MM,1587948956,81,25.38,97.4,68.11,1.99
722,Port Blair,97,IN,1587948730,73,11.67,92.75,84.49,4.5
723,Flinders,31,AU,1587948956,64,-34.58,150.86,72.0,1.99
724,Daru,49,PG,1587948694,84,-9.08,143.21,82.26,11.74
725,Kaseda-shirakame,75,JP,1587948957,67,31.42,130.32,62.6,3.36
726,Silver City,1,US,1587948957,9,32.77,-108.28,84.2,9.17
727,Spassk-Ryazanskiy,99,RU,1587948957,99,54.41,40.38,37.99,3.0
728,Kumul,0,CN,1587948957,13,42.8,93.45,67.75,7.52
729,Provincie Utrecht,11,NL,1587948811,36,52.0,5.25,45.0,3.6
730,Point Pedro,88,LK,1587948957,80,9.82,80.23,83.44,10.6
731,Kaitangata,99,NZ,1587948658,68,-46.28,169.85,55.0,4.0
732,Upernavik,94,GL,1587948660,96,72.79,-56.15,30.02,5.08
733,Acapulco de Juárez,20,MX,1587948958,69,16.86,-99.89,82.4,4.7
734,Kropotkin,71,RU,1587948958,68,45.44,40.58,49.17,15.75
735,Beipiao,34,CN,1587948958,34,41.79,120.78,54.16,5.95
736,Saint-Pierre,75,RE,1587948664,73,-21.34,55.48,75.2,5.82
737,Scarborough,76,GB,1587948958,90,54.28,-0.4,48.99,11.81
738,Asău,81,RO,1587948959,74,46.43,26.4,37.99,1.9
739,Belmonte,40,BR,1587948959,78,-15.86,-38.88,73.4,4.7
740,Sebina,9,BW,1587948959,59,-20.87,27.25,61.72,13.33
741,Geraldton,100,AU,1587948648,60,-28.77,114.6,68.0,10.29
742,Bathsheba,40,BB,1587948959,69,13.22,-59.52,80.6,19.46
743,Saint Paul Harbor,75,US,1587948661,43,57.79,-152.41,51.8,11.41
744,Talas,10,TR,1587948960,69,38.69,35.55,33.8,5.82
745,Grindavik,20,IS,1587948686,80,63.84,-22.43,41.0,2.24
746,Sharan,95,RU,1587948960,59,54.82,54.0,45.81,4.72
747,Matagami,1,CA,1587948960,35,49.75,-77.63,39.2,6.93
748,Antofagasta,90,CL,1587948960,77,-23.65,-70.4,64.4,8.05
749,Cidreira,92,BR,1587948692,86,-30.18,-50.21,69.73,13.94
750,Cherskiy,83,RU,1587948641,97,68.75,161.3,30.36,16.22
